subject,language,movement,number,trial
it_24_P02,italian,outwards,18,62
it_24_P02,italian,inwards,24,63
it_24_P02,italian,outwards,23,64
it_24_P02,italian,outwards,12,66
it_24_P02,italian,inwards,15,67
it_24_P02,italian,outwards,17,68
it_24_P02,italian,inwards,18,69
it_24_P02,italian,outwards,19,70
it_24_P02,italian,outwards,22,74
it_24_P02,italian,inwards,17,75
it_24_P02,italian,outwards,15,76
it_24_P02,italian,inwards,11,77
it_24_P02,italian,outwards,7,78
it_24_P02,italian,inwards,6,79
it_24_P02,italian,outwards,5,80
it_24_P02,italian,inwards,1,81
it_24_P02,italian,outwards,3,82
it_24_P02,italian,inwards,12,83
it_24_P02,italian,outwards,18,84
it_24_P02,italian,inwards,21,85
it_24_P02,italian,outwards,23,86
it_24_P03,italian,inwards,5,1
it_24_P03,italian,outwards,10,2
it_24_P03,italian,inwards,12,3
it_24_P03,italian,outwards,7,4
it_24_P03,italian,inwards,3,5
it_24_P03,italian,outwards,29,6
it_24_P03,italian,inwards,28,7
it_24_P03,italian,outwards,5,8
it_24_P03,italian,inwards,6,9
it_24_P03,italian,outwards,13,10
it_24_P03,italian,inwards,15,11
it_24_P03,italian,outwards,21,12
it_24_P03,italian,inwards,27,13
it_24_P03,italian,outwards,30,14
it_24_P03,italian,inwards,6,15
it_24_P03,italian,outwards,2,16
it_24_P03,italian,inwards,3,17
it_24_P03,italian,outwards,10,18
it_24_P03,italian,inwards,9,19
it_24_P03,italian,outwards,13,20
it_24_P03,italian,inwards,20,21
it_24_P03,italian,outwards,22,22
it_24_P03,italian,inwards,15,23
it_24_P03,italian,outwards,7,24
it_24_P03,italian,inwards,26,25
it_24_P03,italian,outwards,30,26
it_24_P03,italian,inwards,1,27
it_24_P03,italian,outwards,5,28
it_24_P03,italian,inwards,10,29
it_24_P03,italian,outwards,8,30
it_24_P03,italian,inwards,16,31
it_24_P03,italian,outwards,17,32
it_24_P03,italian,inwards,21,33
it_24_P03,italian,outwards,23,34
it_24_P03,italian,inwards,28,35
it_24_P03,italian,outwards,18,36
it_24_P03,italian,inwards,19,37
it_24_P03,italian,outwards,1,38
it_24_P03,italian,inwards,15,39
it_24_P03,italian,outwards,18,40
it_24_P03,italian,inwards,28,41
it_24_P03,italian,outwards,6,42
it_24_P03,italian,inwards,9,43
it_24_P03,italian,outwards,13,44
it_24_P03,italian,inwards,17,45
it_24_P03,italian,outwards,28,46
it_24_P03,italian,inwards,26,47
it_24_P03,italian,outwards,21,48
it_24_P03,italian,inwards,25,49
it_24_P03,italian,outwards,30,50
it_24_P03,italian,inwards,7,51
it_24_P03,italian,outwards,5,52
it_24_P03,italian,inwards,4,53
it_24_P03,italian,outwards,9,54
it_24_P03,italian,inwards,6,55
it_24_P03,italian,outwards,8,56
it_24_P03,italian,inwards,4,57
it_24_P03,italian,outwards,11,58
it_24_P03,italian,inwards,13,59
it_24_P03,italian,outwards,16,60
it_24_P03,italian,inwards,25,61
it_24_P03,italian,outwards,21,62
it_24_P03,italian,inwards,22,63
it_24_P03,italian,outwards,25,64
it_24_P03,italian,inwards,20,65
it_24_P03,italian,outwards,30,66
it_24_P03,italian,inwards,29,67
it_24_P03,italian,outwards,3,68
it_24_P03,italian,inwards,5,69
it_24_P03,italian,outwards,13,70
it_24_P03,italian,inwards,14,71
it_24_P03,italian,outwards,20,72
it_24_P03,italian,inwards,10,73
it_24_P03,italian,outwards,3,74
it_24_P03,italian,inwards,7,75
it_24_P03,italian,outwards,13,76
it_24_P03,italian,inwards,14,77
it_24_P03,italian,outwards,20,78
it_24_P03,italian,inwards,21,79
it_24_P03,italian,outwards,28,80
it_24_P03,italian,inwards,25,81
it_24_P04,italian,inwards,2,1
it_24_P04,italian,outwards,4,2
it_24_P04,italian,inwards,10,3
it_24_P04,italian,outwards,12,4
it_24_P04,italian,inwards,9,5
it_24_P04,italian,outwards,4,6
it_24_P04,italian,inwards,30,7
it_24_P04,italian,outwards,20,8
it_24_P04,italian,inwards,8,9
it_24_P04,italian,outwards,10,10
it_24_P04,italian,inwards,16,11
it_24_P04,italian,outwards,17,12
it_24_P04,italian,inwards,9,13
it_24_P04,italian,outwards,14,14
it_24_P04,italian,inwards,17,15
it_24_P04,italian,outwards,2,16
it_24_P04,italian,inwards,1,17
it_24_P04,italian,outwards,8,18
it_24_P04,italian,inwards,13,19
it_24_P04,italian,outwards,18,20
it_24_P04,italian,inwards,24,21
it_24_P04,italian,outwards,30,22
it_24_P04,italian,inwards,25,23
it_24_P04,italian,outwards,16,24
it_24_P04,italian,inwards,18,25
it_24_P04,italian,outwards,24,26
it_24_P04,italian,inwards,30,27
it_24_P04,italian,outwards,24,30
it_24_P04,italian,inwards,13,31
it_24_P04,italian,outwards,1,32
it_24_P04,italian,inwards,3,33
it_24_P04,italian,outwards,23,34
it_24_P04,italian,inwards,13,35
it_24_P04,italian,outwards,19,36
it_24_P04,italian,inwards,25,37
it_24_P04,italian,outwards,16,38
it_24_P04,italian,inwards,24,39
it_24_P04,italian,outwards,30,40
it_24_P04,italian,inwards,1,41
it_24_P04,italian,outwards,8,42
it_24_P04,italian,inwards,10,43
it_24_P04,italian,outwards,9,44
it_24_P04,italian,inwards,25,45
it_24_P04,italian,outwards,24,46
it_24_P04,italian,inwards,8,47
it_24_P04,italian,outwards,9,48
it_24_P04,italian,inwards,14,49
it_24_P04,italian,outwards,2,50
it_24_P04,italian,inwards,3,51
it_24_P04,italian,outwards,6,52
it_24_P04,italian,inwards,1,53
it_24_P04,italian,outwards,20,54
it_24_P04,italian,inwards,22,55
it_24_P04,italian,outwards,29,56
it_24_P04,italian,inwards,19,57
it_24_P04,italian,outwards,1,58
it_24_P04,italian,inwards,2,59
it_24_P04,italian,outwards,13,60
it_24_P04,italian,inwards,15,61
it_24_P04,italian,outwards,9,62
it_24_P04,italian,inwards,1,63
it_24_P04,italian,outwards,30,64
it_24_P04,italian,inwards,24,65
it_24_P04,italian,outwards,8,66
it_24_P04,italian,inwards,9,67
it_24_P04,italian,outwards,25,68
it_24_P04,italian,inwards,2,69
it_24_P04,italian,outwards,10,70
it_24_P04,italian,inwards,30,71
it_24_P04,italian,outwards,24,72
it_24_P04,italian,inwards,25,73
it_24_P04,italian,outwards,12,74
it_24_P04,italian,inwards,12,75
it_24_P04,italian,outwards,14,76
it_24_P04,italian,inwards,18,77
it_24_P04,italian,outwards,16,78
it_24_P04,italian,inwards,1,79
it_24_P04,italian,outwards,8,80
it_24_P04,italian,inwards,9,81
it_24_P04,italian,outwards,10,82
it_24_P04,italian,inwards,11,83
it_24_P04,italian,outwards,16,84
it_24_P05,italian,inwards,13,1
it_24_P05,italian,outwards,15,2
it_24_P05,italian,inwards,2,3
it_24_P05,italian,outwards,5,4
it_24_P05,italian,inwards,8,5
it_24_P05,italian,outwards,30,6
it_24_P05,italian,inwards,22,7
it_24_P05,italian,outwards,11,8
it_24_P05,italian,inwards,28,9
it_24_P05,italian,outwards,24,10
it_24_P05,italian,inwards,3,11
it_24_P05,italian,outwards,1,12
it_24_P05,italian,inwards,11,13
it_24_P05,italian,outwards,9,14
it_24_P05,italian,inwards,4,15
it_24_P05,italian,outwards,14,16
it_24_P05,italian,inwards,15,17
it_24_P05,italian,outwards,19,18
it_24_P05,italian,inwards,29,19
it_24_P05,italian,outwards,23,20
it_24_P05,italian,inwards,25,21
it_24_P05,italian,outwards,24,22
it_24_P05,italian,inwards,11,23
it_24_P05,italian,outwards,18,24
it_24_P05,italian,inwards,15,25
it_24_P05,italian,outwards,6,26
it_24_P05,italian,inwards,8,27
it_24_P05,italian,outwards,2,28
it_24_P05,italian,inwards,7,29
it_24_P05,italian,outwards,24,30
it_24_P05,italian,inwards,29,31
it_24_P05,italian,outwards,1,32
it_24_P05,italian,inwards,30,33
it_24_P05,italian,outwards,14,34
it_24_P05,italian,inwards,2,35
it_24_P05,italian,outwards,15,36
it_24_P05,italian,inwards,19,37
it_24_P05,italian,outwards,16,38
it_24_P05,italian,inwards,24,39
it_24_P05,italian,outwards,15,40
it_24_P05,italian,inwards,25,41
it_24_P05,italian,outwards,26,42
it_24_P05,italian,inwards,29,43
it_24_P05,italian,outwards,2,44
it_24_P05,italian,inwards,4,45
it_24_P05,italian,outwards,24,46
it_24_P05,italian,inwards,23,47
it_24_P05,italian,outwards,3,48
it_24_P05,italian,inwards,12,49
it_24_P05,italian,outwards,18,50
it_24_P05,italian,inwards,15,51
it_24_P05,italian,outwards,24,52
it_24_P05,italian,inwards,29,53
it_24_P05,italian,outwards,27,54
it_24_P05,italian,inwards,7,55
it_24_P05,italian,outwards,8,56
it_24_P05,italian,inwards,23,57
it_24_P05,italian,outwards,27,58
it_24_P05,italian,inwards,17,59
it_24_P05,italian,outwards,19,60
it_24_P05,italian,inwards,17,61
it_24_P05,italian,outwards,3,62
it_24_P05,italian,inwards,5,63
it_24_P05,italian,outwards,25,64
it_24_P05,italian,inwards,15,65
it_24_P05,italian,outwards,10,66
it_24_P05,italian,inwards,11,67
it_24_P05,italian,outwards,2,68
it_24_P05,italian,inwards,1,69
it_24_P05,italian,outwards,22,70
it_24_P05,italian,inwards,21,71
it_24_P05,italian,outwards,30,72
it_24_P05,italian,inwards,12,73
it_24_P05,italian,outwards,13,74
it_24_P05,italian,inwards,15,75
it_24_P05,italian,outwards,12,76
it_24_P05,italian,inwards,19,77
it_24_P05,italian,outwards,21,78
it_24_P05,italian,inwards,30,79
it_24_P05,italian,outwards,29,80
it_24_P05,italian,inwards,19,81
it_24_P05,italian,outwards,1,82
it_24_P06,italian,inwards,3,1
it_24_P06,italian,outwards,14,2
it_24_P06,italian,inwards,22,3
it_24_P06,italian,outwards,26,4
it_24_P06,italian,inwards,13,5
it_24_P06,italian,outwards,9,6
it_24_P06,italian,inwards,11,7
it_24_P06,italian,outwards,17,8
it_24_P06,italian,inwards,10,9
it_24_P06,italian,outwards,5,10
it_24_P06,italian,inwards,26,11
it_24_P06,italian,outwards,30,12
it_24_P06,italian,inwards,12,13
it_24_P06,italian,outwards,4,14
it_24_P06,italian,inwards,28,15
it_24_P06,italian,outwards,18,16
it_24_P06,italian,inwards,4,17
it_24_P06,italian,outwards,22,18
it_24_P06,italian,inwards,9,19
it_24_P06,italian,outwards,1,20
it_24_P06,italian,inwards,12,21
it_24_P06,italian,outwards,17,22
it_24_P06,italian,inwards,26,23
it_24_P06,italian,outwards,11,24
it_24_P06,italian,inwards,29,25
it_24_P06,italian,outwards,24,26
it_24_P06,italian,inwards,3,27
it_24_P06,italian,outwards,18,28
it_24_P06,italian,inwards,15,29
it_24_P06,italian,outwards,1,30
it_24_P06,italian,inwards,21,31
it_24_P06,italian,outwards,13,32
it_24_P06,italian,inwards,14,33
it_24_P06,italian,outwards,9,34
it_24_P06,italian,inwards,17,35
it_24_P06,italian,outwards,28,36
it_24_P06,italian,inwards,5,37
it_24_P06,italian,outwards,18,38
it_24_P06,italian,inwards,26,39
it_24_P06,italian,outwards,9,40
it_24_P06,italian,inwards,14,41
it_24_P06,italian,outwards,28,42
it_24_P06,italian,inwards,30,43
it_24_P06,italian,outwards,3,44
it_24_P06,italian,inwards,6,45
it_24_P06,italian,outwards,12,46
it_24_P06,italian,inwards,15,47
it_24_P06,italian,outwards,22,48
it_24_P06,italian,inwards,12,49
it_24_P06,italian,outwards,26,50
it_24_P06,italian,inwards,4,51
it_24_P06,italian,outwards,8,52
it_24_P06,italian,inwards,12,53
it_24_P06,italian,outwards,16,54
it_24_P06,italian,inwards,19,55
it_24_P06,italian,outwards,2,56
it_24_P06,italian,inwards,16,57
it_24_P06,italian,outwards,23,58
it_24_P06,italian,inwards,5,59
it_24_P06,italian,outwards,14,60
it_24_P06,italian,inwards,29,61
it_24_P06,italian,outwards,7,62
it_24_P06,italian,inwards,16,63
it_24_P06,italian,outwards,22,64
it_24_P06,italian,inwards,4,65
it_24_P06,italian,outwards,12,66
it_24_P06,italian,inwards,17,67
it_24_P06,italian,outwards,24,68
it_24_P06,italian,inwards,16,69
it_24_P06,italian,outwards,6,70
it_24_P06,italian,inwards,17,71
it_24_P06,italian,inwards,7,73
it_24_P06,italian,outwards,21,74
it_24_P06,italian,inwards,26,75
it_24_P06,italian,outwards,8,76
it_24_P06,italian,inwards,11,77
it_24_P06,italian,outwards,19,78
it_24_P06,italian,inwards,22,79
it_24_P06,italian,outwards,8,80
it_24_P06,italian,inwards,20,81
it_24_P06,italian,outwards,2,82
it_24_P06,italian,inwards,3,83
it_24_P06,italian,outwards,14,84
it_24_P07,italian,inwards,2,1
it_24_P07,italian,outwards,1,2
it_24_P07,italian,inwards,17,3
it_24_P07,italian,outwards,30,4
it_24_P07,italian,inwards,26,5
it_24_P07,italian,outwards,15,6
it_24_P07,italian,inwards,3,7
it_24_P07,italian,outwards,6,8
it_24_P07,italian,outwards,11,10
it_24_P07,italian,inwards,21,11
it_24_P07,italian,outwards,19,12
it_24_P07,italian,inwards,17,13
it_24_P07,italian,outwards,5,14
it_24_P07,italian,inwards,1,15
it_24_P07,italian,outwards,30,16
it_24_P07,italian,inwards,21,17
it_24_P07,italian,outwards,25,18
it_24_P07,italian,inwards,11,19
it_24_P07,italian,outwards,3,20
it_24_P07,italian,inwards,8,21
it_24_P07,italian,outwards,10,22
it_24_P07,italian,inwards,15,23
it_24_P07,italian,outwards,21,24
it_24_P07,italian,inwards,22,25
it_24_P07,italian,outwards,30,26
it_24_P07,italian,inwards,2,27
it_24_P07,italian,outwards,11,28
it_24_P07,italian,inwards,15,29
it_24_P07,italian,outwards,30,30
it_24_P07,italian,inwards,25,31
it_24_P07,italian,outwards,21,32
it_24_P07,italian,inwards,3,33
it_24_P07,italian,outwards,6,34
it_24_P07,italian,inwards,11,35
it_24_P07,italian,outwards,18,36
it_24_P07,italian,inwards,30,37
it_24_P07,italian,outwards,25,38
it_24_P07,italian,inwards,18,39
it_24_P07,italian,outwards,3,40
it_24_P07,italian,inwards,1,41
it_24_P07,italian,outwards,10,42
it_24_P07,italian,inwards,20,43
it_24_P07,italian,outwards,30,44
it_24_P07,italian,inwards,21,45
it_24_P07,italian,outwards,2,46
it_24_P07,italian,inwards,7,47
it_24_P07,italian,outwards,8,48
it_24_P07,italian,inwards,12,49
it_24_P07,italian,outwards,20,50
it_24_P07,italian,inwards,22,51
it_24_P07,italian,outwards,30,52
it_24_P07,italian,inwards,26,53
it_24_P07,italian,outwards,15,54
it_24_P07,italian,inwards,11,55
it_24_P07,italian,outwards,1,56
it_24_P07,italian,inwards,3,57
it_24_P07,italian,outwards,5,58
it_24_P07,italian,inwards,12,59
it_24_P07,italian,outwards,21,60
it_24_P07,italian,inwards,30,61
it_24_P07,italian,outwards,25,62
it_24_P07,italian,inwards,11,63
it_24_P07,italian,outwards,4,64
it_24_P07,italian,inwards,9,65
it_24_P07,italian,outwards,13,66
it_24_P07,italian,inwards,18,67
it_24_P07,italian,outwards,27,68
it_24_P07,italian,inwards,11,69
it_24_P07,italian,inwards,2,71
it_24_P07,italian,outwards,14,72
it_24_P07,italian,inwards,29,73
it_24_P07,italian,outwards,15,74
it_24_P07,italian,inwards,12,75
it_24_P07,italian,outwards,1,76
it_24_P07,italian,inwards,8,77
it_24_P07,italian,outwards,29,78
it_24_P07,italian,inwards,14,79
it_24_P07,italian,outwards,18,80
it_24_P07,italian,inwards,15,81
it_24_P07,italian,outwards,2,82
it_24_P08,italian,inwards,18,1
it_24_P08,italian,outwards,16,2
it_24_P08,italian,inwards,3,3
it_24_P08,italian,outwards,7,4
it_24_P08,italian,inwards,15,5
it_24_P08,italian,outwards,1,6
it_24_P08,italian,inwards,30,7
it_24_P08,italian,outwards,19,8
it_24_P08,italian,inwards,21,9
it_24_P08,italian,outwards,2,10
it_24_P08,italian,inwards,4,11
it_24_P08,italian,outwards,23,12
it_24_P08,italian,inwards,28,13
it_24_P08,italian,outwards,27,14
it_24_P08,italian,inwards,6,15
it_24_P08,italian,outwards,12,16
it_24_P08,italian,inwards,1,17
it_24_P08,italian,outwards,9,18
it_24_P08,italian,inwards,18,19
it_24_P08,italian,outwards,3,20
it_24_P08,italian,inwards,22,21
it_24_P08,italian,outwards,16,22
it_24_P08,italian,inwards,29,23
it_24_P08,italian,outwards,21,24
it_24_P08,italian,inwards,4,25
it_24_P08,italian,outwards,7,26
it_24_P08,italian,inwards,14,27
it_24_P08,italian,outwards,3,28
it_24_P08,italian,inwards,28,29
it_24_P08,italian,outwards,25,30
it_24_P08,italian,inwards,11,31
it_24_P08,italian,outwards,6,32
it_24_P08,italian,inwards,9,33
it_24_P08,italian,outwards,3,34
it_24_P08,italian,inwards,17,35
it_24_P08,italian,outwards,21,36
it_24_P08,italian,inwards,26,37
it_24_P08,italian,outwards,3,38
it_24_P08,italian,inwards,9,39
it_24_P08,italian,outwards,7,40
it_24_P08,italian,inwards,12,41
it_24_P08,italian,outwards,19,42
it_24_P08,italian,inwards,25,43
it_24_P08,italian,outwards,21,44
it_24_P08,italian,inwards,18,45
it_24_P08,italian,outwards,30,46
it_24_P08,italian,inwards,2,47
it_24_P08,italian,outwards,26,48
it_24_P08,italian,inwards,17,49
it_24_P08,italian,outwards,28,50
it_24_P08,italian,inwards,22,51
it_24_P08,italian,outwards,24,52
it_24_P08,italian,inwards,5,53
it_24_P08,italian,outwards,1,54
it_24_P08,italian,inwards,9,55
it_24_P08,italian,outwards,17,56
it_24_P08,italian,inwards,23,57
it_24_P08,italian,outwards,16,58
it_24_P08,italian,inwards,6,59
it_24_P08,italian,outwards,18,60
it_24_P08,italian,inwards,30,61
it_24_P08,italian,outwards,23,62
it_24_P08,italian,inwards,28,63
it_24_P08,italian,outwards,3,64
it_24_P08,italian,inwards,6,65
it_24_P08,italian,outwards,19,66
it_24_P08,italian,inwards,30,67
it_24_P08,italian,outwards,22,68
it_24_P08,italian,inwards,16,69
it_24_P08,italian,outwards,8,70
it_24_P08,italian,inwards,29,71
it_24_P08,italian,outwards,18,72
it_24_P08,italian,inwards,3,73
it_24_P08,italian,outwards,7,74
it_24_P08,italian,inwards,15,75
it_24_P08,italian,outwards,26,76
it_24_P08,italian,inwards,30,77
it_24_P08,italian,outwards,17,78
it_24_P08,italian,inwards,3,79
it_24_P08,italian,outwards,1,80
it_24_P08,italian,inwards,22,81
it_24_P08,italian,outwards,4,82
it_24_P08,italian,inwards,18,83
it_24_P08,italian,outwards,27,84
it_24_P08,italian,inwards,16,85
it_24_P08,italian,outwards,2,86
it_24_P08,italian,inwards,30,87
it_24_P08,italian,outwards,17,88
it_24_P09,italian,inwards,1,1
it_24_P09,italian,outwards,5,2
it_24_P09,italian,inwards,17,3
it_24_P09,italian,outwards,8,4
it_24_P09,italian,inwards,30,5
it_24_P09,italian,outwards,21,6
it_24_P09,italian,inwards,5,7
it_24_P09,italian,outwards,17,8
it_24_P09,italian,inwards,23,9
it_24_P09,italian,outwards,27,10
it_24_P09,italian,inwards,2,11
it_24_P09,italian,outwards,4,12
it_24_P09,italian,inwards,7,13
it_24_P09,italian,outwards,13,14
it_24_P09,italian,inwards,11,15
it_24_P09,italian,outwards,27,16
it_24_P09,italian,inwards,28,17
it_24_P09,italian,outwards,1,18
it_24_P09,italian,inwards,4,19
it_24_P09,italian,outwards,12,20
it_24_P09,italian,inwards,17,21
it_24_P09,italian,outwards,23,22
it_24_P09,italian,inwards,28,23
it_24_P09,italian,outwards,29,24
it_24_P09,italian,inwards,1,25
it_24_P09,italian,outwards,7,26
it_24_P09,italian,inwards,2,27
it_24_P09,italian,outwards,14,28
it_24_P09,italian,inwards,15,29
it_24_P09,italian,outwards,30,30
it_24_P09,italian,inwards,1,31
it_24_P09,italian,outwards,8,32
it_24_P09,italian,inwards,18,33
it_24_P09,italian,outwards,16,34
it_24_P09,italian,inwards,5,35
it_24_P09,italian,outwards,3,36
it_24_P09,italian,inwards,14,37
it_24_P09,italian,outwards,16,38
it_24_P09,italian,inwards,25,39
it_24_P09,italian,outwards,27,40
it_24_P09,italian,inwards,30,41
it_24_P09,italian,outwards,1,42
it_24_P09,italian,inwards,7,43
it_24_P09,italian,outwards,10,44
it_24_P09,italian,inwards,20,45
it_24_P09,italian,outwards,23,46
it_24_P09,italian,inwards,21,47
it_24_P09,italian,outwards,29,48
it_24_P09,italian,inwards,9,49
it_24_P09,italian,outwards,8,50
it_24_P09,italian,inwards,13,51
it_24_P09,italian,outwards,15,52
it_24_P09,italian,inwards,19,53
it_24_P09,italian,outwards,30,54
it_24_P09,italian,inwards,17,55
it_24_P09,italian,outwards,25,56
it_24_P09,italian,inwards,23,57
it_24_P09,italian,outwards,21,58
it_24_P09,italian,inwards,2,59
it_24_P09,italian,outwards,4,60
it_24_P09,italian,inwards,7,61
it_24_P09,italian,outwards,15,62
it_24_P09,italian,inwards,11,63
it_24_P09,italian,outwards,24,64
it_24_P09,italian,inwards,26,65
it_24_P09,italian,outwards,30,66
it_24_P09,italian,outwards,2,68
it_24_P09,italian,inwards,15,69
it_24_P09,italian,outwards,17,70
it_24_P09,italian,inwards,5,71
it_24_P09,italian,outwards,8,72
it_24_P09,italian,inwards,27,73
it_24_P09,italian,outwards,11,74
it_24_P09,italian,inwards,12,75
it_24_P09,italian,outwards,6,76
it_24_P09,italian,inwards,4,77
it_24_P09,italian,outwards,1,78
it_24_P09,italian,inwards,30,79
it_24_P09,italian,outwards,27,80
it_24_P09,italian,inwards,22,81
it_24_P09,italian,outwards,21,82
it_24_P10,italian,inwards,2,1
it_24_P10,italian,outwards,18,2
it_24_P10,italian,inwards,13,3
it_24_P10,italian,outwards,9,4
it_24_P10,italian,inwards,24,5
it_24_P10,italian,outwards,21,6
it_24_P10,italian,inwards,6,7
it_24_P10,italian,inwards,11,9
it_24_P10,italian,outwards,21,10
it_24_P10,italian,inwards,27,11
it_24_P10,italian,outwards,3,12
it_24_P10,italian,inwards,7,13
it_24_P10,italian,outwards,15,14
it_24_P10,italian,inwards,16,15
it_24_P10,italian,outwards,19,16
it_24_P10,italian,inwards,3,17
it_24_P10,italian,outwards,29,18
it_24_P10,italian,inwards,11,19
it_24_P10,italian,outwards,14,20
it_24_P10,italian,inwards,24,21
it_24_P10,italian,outwards,25,22
it_24_P10,italian,inwards,30,23
it_24_P10,italian,outwards,16,24
it_24_P10,italian,inwards,6,25
it_24_P10,italian,outwards,5,26
it_24_P10,italian,inwards,10,27
it_24_P10,italian,outwards,13,28
it_24_P10,italian,inwards,14,29
it_24_P10,italian,outwards,9,30
it_24_P10,italian,inwards,22,31
it_24_P10,italian,outwards,20,32
it_24_P10,italian,inwards,13,33
it_24_P10,italian,outwards,8,34
it_24_P10,italian,inwards,4,35
it_24_P10,italian,outwards,1,36
it_24_P10,italian,inwards,19,37
it_24_P10,italian,outwards,17,38
it_24_P10,italian,inwards,22,39
it_24_P10,italian,outwards,23,40
it_24_P10,italian,inwards,22,41
it_24_P10,italian,outwards,22,42
it_24_P10,italian,inwards,16,43
it_24_P10,italian,outwards,19,44
it_24_P10,italian,inwards,8,45
it_24_P10,italian,outwards,7,46
it_24_P10,italian,inwards,6,47
it_24_P10,italian,outwards,11,48
it_24_P10,italian,inwards,20,49
it_24_P10,italian,outwards,4,50
it_24_P10,italian,inwards,16,51
it_24_P10,italian,outwards,19,52
it_24_P10,italian,inwards,3,53
it_24_P10,italian,outwards,13,54
it_24_P10,italian,inwards,8,55
it_24_P10,italian,outwards,28,56
it_24_P10,italian,inwards,27,57
it_24_P10,italian,outwards,25,58
it_24_P10,italian,inwards,14,59
it_24_P10,italian,outwards,15,60
it_24_P10,italian,inwards,13,61
it_24_P10,italian,outwards,30,62
it_24_P10,italian,inwards,3,63
it_24_P10,italian,outwards,13,64
it_24_P10,italian,inwards,1,65
it_24_P10,italian,outwards,18,66
it_24_P10,italian,inwards,6,67
it_24_P10,italian,outwards,18,68
it_24_P10,italian,inwards,4,69
it_24_P10,italian,outwards,5,70
it_24_P10,italian,inwards,9,71
it_24_P10,italian,outwards,25,72
it_24_P10,italian,inwards,13,73
it_24_P10,italian,outwards,16,74
it_24_P10,italian,inwards,19,75
it_24_P10,italian,outwards,21,76
it_24_P10,italian,inwards,24,77
it_24_P10,italian,outwards,8,78
it_24_P10,italian,inwards,22,79
it_24_P10,italian,outwards,16,80
it_24_P10,italian,inwards,8,81
it_24_P10,italian,outwards,7,82
it_24_P12,italian,inwards,5,1
it_24_P12,italian,outwards,30,2
it_24_P12,italian,inwards,25,3
it_24_P12,italian,outwards,20,4
it_24_P12,italian,inwards,13,5
it_24_P12,italian,outwards,15,6
it_24_P12,italian,inwards,1,7
it_24_P12,italian,outwards,3,8
it_24_P12,italian,inwards,28,9
it_24_P12,italian,outwards,20,10
it_24_P12,italian,inwards,14,11
it_24_P12,italian,outwards,10,12
it_24_P12,italian,inwards,9,13
it_24_P12,italian,outwards,11,14
it_24_P12,italian,inwards,22,15
it_24_P12,italian,outwards,29,16
it_24_P12,italian,inwards,22,17
it_24_P12,italian,outwards,25,18
it_24_P12,italian,inwards,14,19
it_24_P12,italian,outwards,3,20
it_24_P12,italian,inwards,7,21
it_24_P12,italian,outwards,8,22
it_24_P12,italian,inwards,21,23
it_24_P12,italian,outwards,17,24
it_24_P12,italian,inwards,14,25
it_24_P12,italian,outwards,25,26
it_24_P12,italian,inwards,26,27
it_24_P12,italian,outwards,1,28
it_24_P12,italian,inwards,11,29
it_24_P12,italian,outwards,30,30
it_24_P12,italian,inwards,25,31
it_24_P12,italian,outwards,21,32
it_24_P12,italian,inwards,23,33
it_24_P12,italian,outwards,11,34
it_24_P12,italian,inwards,13,35
it_24_P12,italian,outwards,14,36
it_24_P12,italian,inwards,16,37
it_24_P12,italian,outwards,26,38
it_24_P12,italian,inwards,11,39
it_24_P12,italian,outwards,27,40
it_24_P12,italian,inwards,28,41
it_24_P12,italian,outwards,14,42
it_24_P12,italian,inwards,17,43
it_24_P12,italian,outwards,18,44
it_24_P12,italian,inwards,21,45
it_24_P12,italian,outwards,27,46
it_24_P12,italian,inwards,25,47
it_24_P12,italian,outwards,20,48
it_24_P12,italian,inwards,18,49
it_24_P12,italian,outwards,22,50
it_24_P12,italian,inwards,23,51
it_24_P12,italian,outwards,17,52
it_24_P12,italian,inwards,18,53
it_24_P12,italian,outwards,30,54
it_24_P12,italian,inwards,27,55
it_24_P12,italian,outwards,25,56
it_24_P12,italian,inwards,1,57
it_24_P12,italian,outwards,5,58
it_24_P12,italian,inwards,7,59
it_24_P12,italian,outwards,9,60
it_24_P12,italian,inwards,12,61
it_24_P12,italian,outwards,14,62
it_24_P12,italian,inwards,22,63
it_24_P12,italian,outwards,20,64
it_24_P12,italian,inwards,16,65
it_24_P12,italian,outwards,25,66
it_24_P12,italian,inwards,27,67
it_24_P12,italian,outwards,28,68
it_24_P12,italian,inwards,30,69
it_24_P12,italian,outwards,1,70
it_24_P12,italian,inwards,4,71
it_24_P12,italian,outwards,7,72
it_24_P12,italian,inwards,10,73
it_24_P12,italian,outwards,25,74
it_24_P12,italian,inwards,30,75
it_24_P12,italian,outwards,4,78
it_24_P12,italian,inwards,5,79
it_24_P12,italian,outwards,8,80
it_24_P12,italian,inwards,9,81
it_24_P12,italian,outwards,12,82
it_24_P12,italian,inwards,16,83
it_24_P12,italian,outwards,22,84
it_24_P12,italian,inwards,24,85
it_24_P12,italian,outwards,30,86
it_24_P12,italian,inwards,25,87
it_24_P12,italian,outwards,26,88
it_24_P12,italian,inwards,28,89
it_24_P13,italian,inwards,5,1
it_24_P13,italian,outwards,15,2
it_24_P13,italian,inwards,18,3
it_24_P13,italian,outwards,26,4
it_24_P13,italian,inwards,3,5
it_24_P13,italian,outwards,8,6
it_24_P13,italian,inwards,12,7
it_24_P13,italian,outwards,22,8
it_24_P13,italian,inwards,11,9
it_24_P13,italian,outwards,19,10
it_24_P13,italian,inwards,26,11
