subject,trial.no,number,hand,RT,correct
nuerk_2005_004,99,5,right,471,1
nuerk_2005_004,100,9,right,388,1
nuerk_2005_004,101,2,right,567,1
nuerk_2005_004,102,2,right,442,1
nuerk_2005_004,103,0,right,619,1
nuerk_2005_004,104,5,left,529,1
nuerk_2005_004,105,6,right,646,1
nuerk_2005_004,106,9,left,810,1
nuerk_2005_004,107,8,right,530,1
nuerk_2005_004,108,4,right,620,1
nuerk_2005_004,109,7,left,509,1
nuerk_2005_004,110,4,right,602,1
nuerk_2005_004,111,5,left,517,1
nuerk_2005_004,112,7,left,598,1
nuerk_2005_004,113,0,right,485,1
nuerk_2005_004,114,4,right,595,1
nuerk_2005_004,115,0,right,594,1
nuerk_2005_004,116,9,left,535,1
nuerk_2005_004,117,1,left,647,1
nuerk_2005_004,118,7,left,440,1
nuerk_2005_004,119,1,left,486,0
nuerk_2005_004,120,2,right,527,1
nuerk_2005_004,121,9,left,523,1
nuerk_2005_004,122,3,left,633,1
nuerk_2005_004,123,3,left,416,1
nuerk_2005_004,124,0,right,570,1
nuerk_2005_004,125,5,left,1050,1
nuerk_2005_004,126,5,left,384,1
nuerk_2005_004,127,3,left,431,1
nuerk_2005_004,128,4,right,358,1
nuerk_2005_004,129,1,left,406,1
nuerk_2005_004,130,1,left,584,1
nuerk_2005_004,131,9,left,633,1
nuerk_2005_004,132,1,left,416,1
nuerk_2005_004,133,9,left,433,1
nuerk_2005_004,134,6,right,433,1
nuerk_2005_004,135,0,right,488,0
nuerk_2005_004,136,7,left,498,1
nuerk_2005_004,137,5,left,542,1
nuerk_2005_004,138,7,left,430,1
nuerk_2005_004,139,5,left,414,0
nuerk_2005_004,140,4,right,809,1
nuerk_2005_004,141,8,right,488,1
nuerk_2005_004,142,5,left,498,1
nuerk_2005_004,143,8,right,457,1
nuerk_2005_004,144,0,right,602,1
nuerk_2005_004,145,4,right,1356,1
nuerk_2005_004,146,2,right,414,1
nuerk_2005_004,147,5,left,531,1
nuerk_2005_004,148,8,right,418,1
nuerk_2005_004,149,4,right,458,1
nuerk_2005_004,150,0,right,615,1
nuerk_2005_004,151,0,right,451,1
nuerk_2005_004,152,5,left,357,1
nuerk_2005_004,153,7,left,395,1
nuerk_2005_004,154,8,right,480,1
nuerk_2005_004,155,7,left,415,0
nuerk_2005_004,156,9,left,617,1
nuerk_2005_004,157,9,left,395,1
nuerk_2005_004,158,2,right,537,1
nuerk_2005_004,159,5,left,554,1
nuerk_2005_004,160,6,right,430,1
nuerk_2005_004,161,2,right,428,0
nuerk_2005_004,162,7,left,507,1
nuerk_2005_004,163,2,right,558,1
nuerk_2005_004,164,3,left,716,1
nuerk_2005_004,165,4,right,536,1
nuerk_2005_004,166,6,right,500,1
nuerk_2005_004,167,3,left,442,1
nuerk_2005_004,168,2,right,721,1
nuerk_2005_004,169,7,left,1224,1
nuerk_2005_004,170,9,left,449,0
nuerk_2005_004,171,3,left,499,1
nuerk_2005_004,172,1,left,501,0
nuerk_2005_004,173,8,right,605,1
nuerk_2005_004,174,8,right,465,1
nuerk_2005_004,175,6,right,509,1
nuerk_2005_004,176,0,right,398,0
nuerk_2005_004,177,6,right,499,1
nuerk_2005_004,178,0,right,488,1
nuerk_2005_004,179,4,right,516,1
nuerk_2005_004,180,9,left,565,1
nuerk_2005_004,181,8,right,449,1
nuerk_2005_004,182,9,left,429,0
nuerk_2005_004,183,6,right,604,1
nuerk_2005_004,184,1,left,520,1
nuerk_2005_004,185,1,left,398,1
nuerk_2005_004,186,1,left,425,1
nuerk_2005_004,187,8,right,421,1
nuerk_2005_004,188,2,right,429,0
nuerk_2005_004,189,7,left,571,1
nuerk_2005_004,190,3,left,615,1
nuerk_2005_004,191,6,right,425,1
nuerk_2005_004,192,3,left,490,1
nuerk_2005_004,193,2,right,518,1
nuerk_2005_004,194,8,right,500,1
nuerk_2005_004,195,3,left,442,1
nuerk_2005_004,196,6,right,475,1
nuerk_2005_004,197,6,right,407,1
nuerk_2005_004,198,1,left,454,1
nuerk_2005_004,199,3,left,432,1
nuerk_2005_004,200,4,right,415,1
nuerk_2005_005,1,7,left,626,1
nuerk_2005_005,2,3,left,625,1
nuerk_2005_005,3,5,left,533,1
nuerk_2005_005,4,2,right,519,1
nuerk_2005_005,5,1,left,657,1
nuerk_2005_005,6,7,left,482,1
nuerk_2005_005,7,3,left,442,1
nuerk_2005_005,8,6,right,591,1
nuerk_2005_005,9,5,left,702,1
nuerk_2005_005,10,0,right,662,1
nuerk_2005_005,11,3,left,487,1
nuerk_2005_005,12,5,left,513,0
nuerk_2005_005,13,8,right,534,1
nuerk_2005_005,14,6,right,477,1
nuerk_2005_005,15,3,left,483,1
nuerk_2005_005,16,9,left,934,1
nuerk_2005_005,17,5,left,547,1
nuerk_2005_005,18,2,right,526,1
nuerk_2005_005,19,4,right,609,1
nuerk_2005_005,20,7,left,456,1
nuerk_2005_005,21,9,left,461,1
nuerk_2005_005,22,1,left,687,1
nuerk_2005_005,23,1,left,453,1
nuerk_2005_005,24,8,right,519,1
nuerk_2005_005,25,2,right,472,1
nuerk_2005_005,26,0,right,432,1
nuerk_2005_005,27,9,left,458,1
nuerk_2005_005,28,5,left,412,0
nuerk_2005_005,29,1,left,531,1
nuerk_2005_005,30,7,left,383,1
nuerk_2005_005,31,1,left,387,1
nuerk_2005_005,32,3,left,466,1
nuerk_2005_005,33,0,right,594,1
nuerk_2005_005,34,7,left,532,1
nuerk_2005_005,35,9,left,502,1
nuerk_2005_005,36,0,right,517,1
nuerk_2005_005,37,0,right,527,1
nuerk_2005_005,38,6,right,571,1
nuerk_2005_005,39,5,left,501,1
nuerk_2005_005,40,6,right,546,1
nuerk_2005_005,41,1,left,649,1
nuerk_2005_005,42,5,left,614,1
nuerk_2005_005,43,1,left,488,1
nuerk_2005_005,44,6,right,485,1
nuerk_2005_005,45,8,right,420,1
nuerk_2005_005,46,1,left,413,1
nuerk_2005_005,47,8,right,490,1
nuerk_2005_005,48,7,left,485,1
nuerk_2005_005,49,9,left,490,1
nuerk_2005_005,50,9,left,455,1
nuerk_2005_005,51,5,left,475,1
nuerk_2005_005,52,8,right,507,1
nuerk_2005_005,53,5,left,525,1
nuerk_2005_005,54,8,right,507,1
nuerk_2005_005,55,0,right,498,1
nuerk_2005_005,56,4,right,414,1
nuerk_2005_005,57,2,right,419,1
nuerk_2005_005,58,2,right,400,1
nuerk_2005_005,59,3,left,514,1
nuerk_2005_005,60,5,left,402,1
nuerk_2005_005,61,6,right,474,1
nuerk_2005_005,62,7,left,417,1
nuerk_2005_005,63,1,left,439,1
nuerk_2005_005,64,7,left,410,1
nuerk_2005_005,65,1,left,369,1
nuerk_2005_005,66,6,right,530,1
nuerk_2005_005,67,2,right,386,1
nuerk_2005_005,68,1,left,378,0
nuerk_2005_005,69,8,right,469,0
nuerk_2005_005,70,2,right,427,1
nuerk_2005_005,71,0,right,427,1
nuerk_2005_005,72,5,left,424,1
nuerk_2005_005,73,5,left,373,1
nuerk_2005_005,74,9,left,516,1
nuerk_2005_005,75,6,right,406,1
nuerk_2005_005,76,1,left,519,1
nuerk_2005_005,77,4,right,486,1
nuerk_2005_005,78,0,right,493,1
nuerk_2005_005,79,4,right,389,1
nuerk_2005_005,80,8,right,358,1
nuerk_2005_005,81,1,left,425,1
nuerk_2005_005,82,4,right,520,1
nuerk_2005_005,83,4,right,386,1
nuerk_2005_005,84,3,left,477,1
nuerk_2005_005,85,5,left,483,0
nuerk_2005_005,86,2,right,490,1
nuerk_2005_005,87,2,right,329,1
nuerk_2005_005,88,0,right,486,1
nuerk_2005_005,89,4,right,451,1
nuerk_2005_005,90,7,left,457,1
nuerk_2005_005,91,9,left,524,1
nuerk_2005_005,92,5,left,373,1
nuerk_2005_005,93,5,left,372,1
nuerk_2005_005,94,7,left,400,1
nuerk_2005_005,95,0,right,516,1
nuerk_2005_005,96,9,left,434,1
nuerk_2005_005,97,1,left,417,1
nuerk_2005_005,98,0,right,467,0
nuerk_2005_005,99,8,right,512,1
nuerk_2005_005,100,9,left,516,1
nuerk_2005_005,101,4,left,415,1
nuerk_2005_005,102,5,right,492,1
nuerk_2005_005,103,2,left,474,1
nuerk_2005_005,104,2,left,387,1
nuerk_2005_005,105,3,right,369,1
nuerk_2005_005,106,4,left,384,1
nuerk_2005_005,107,4,left,329,1
nuerk_2005_005,108,0,left,400,0
nuerk_2005_005,109,9,right,428,0
nuerk_2005_005,110,1,right,442,1
nuerk_2005_005,111,9,right,346,1
nuerk_2005_005,112,6,left,448,1
nuerk_2005_005,113,8,left,540,1
nuerk_2005_005,114,9,right,517,1
nuerk_2005_005,115,5,right,485,1
nuerk_2005_005,116,4,left,432,1
nuerk_2005_005,117,9,right,400,0
nuerk_2005_005,118,2,left,413,1
nuerk_2005_005,119,3,right,519,1
nuerk_2005_005,120,3,right,371,1
nuerk_2005_005,121,2,left,443,1
nuerk_2005_005,122,8,left,445,1
nuerk_2005_005,123,2,left,404,1
nuerk_2005_005,124,5,right,404,1
nuerk_2005_005,125,4,left,449,0
nuerk_2005_005,126,4,left,427,1
nuerk_2005_005,127,3,right,383,1
nuerk_2005_005,128,4,left,503,1
nuerk_2005_005,129,4,left,358,1
nuerk_2005_005,130,8,left,440,1
nuerk_2005_005,131,9,right,487,1
nuerk_2005_005,132,6,left,557,0
nuerk_2005_005,133,8,left,716,0
nuerk_2005_005,134,2,left,534,1
nuerk_2005_005,135,4,left,388,1
nuerk_2005_005,136,7,right,529,1
nuerk_2005_005,137,6,left,615,1
nuerk_2005_005,138,4,left,432,1
nuerk_2005_005,139,0,left,529,1
nuerk_2005_005,140,8,left,441,1
nuerk_2005_005,141,3,right,546,1
nuerk_2005_005,142,0,left,664,1
nuerk_2005_005,143,3,right,694,1
nuerk_2005_005,144,7,right,419,1
nuerk_2005_005,145,1,right,473,1
nuerk_2005_005,146,1,right,347,1
nuerk_2005_005,147,9,right,427,1
nuerk_2005_005,148,7,right,441,1
nuerk_2005_005,149,6,left,487,1
nuerk_2005_005,150,2,left,481,1
nuerk_2005_005,151,6,left,400,1
nuerk_2005_005,152,9,right,487,1
nuerk_2005_005,153,6,left,536,1
nuerk_2005_005,154,0,left,606,1
nuerk_2005_005,155,9,right,724,1
nuerk_2005_005,156,4,left,446,1
nuerk_2005_005,157,9,right,522,1
nuerk_2005_005,158,8,left,487,1
nuerk_2005_005,159,7,right,413,1
nuerk_2005_005,160,6,left,577,0
nuerk_2005_005,161,8,left,497,1
nuerk_2005_005,162,6,left,424,1
nuerk_2005_005,163,3,right,491,1
nuerk_2005_005,164,3,right,417,1
nuerk_2005_005,165,0,left,497,1
nuerk_2005_005,166,2,left,482,1
nuerk_2005_005,167,7,right,489,1
nuerk_2005_005,168,7,right,473,1
nuerk_2005_005,169,6,left,488,1
nuerk_2005_005,170,3,right,515,1
nuerk_2005_005,171,6,left,505,1
nuerk_2005_005,172,5,right,752,1
nuerk_2005_005,173,7,right,618,0
nuerk_2005_005,174,2,left,677,1
nuerk_2005_005,175,8,left,540,1
nuerk_2005_005,176,6,left,471,1
nuerk_2005_005,177,7,right,445,1
nuerk_2005_005,178,3,right,450,1
nuerk_2005_005,179,6,left,413,1
nuerk_2005_005,180,9,right,476,1
nuerk_2005_005,181,3,right,552,1
nuerk_2005_005,182,4,left,488,1
nuerk_2005_005,183,0,left,454,1
nuerk_2005_005,184,7,right,447,1
nuerk_2005_005,185,1,right,585,0
nuerk_2005_005,186,1,right,766,1
nuerk_2005_005,187,5,right,451,1
nuerk_2005_005,188,3,right,445,1
nuerk_2005_005,189,0,left,549,1
nuerk_2005_005,190,1,right,890,1
nuerk_2005_005,191,4,left,501,1
nuerk_2005_005,192,8,left,616,1
nuerk_2005_005,193,7,right,450,1
nuerk_2005_005,194,2,left,486,1
nuerk_2005_005,195,0,left,549,1
nuerk_2005_005,196,8,left,658,1
nuerk_2005_005,197,3,right,586,1
nuerk_2005_005,198,2,left,636,1
nuerk_2005_005,199,0,left,477,1
nuerk_2005_005,200,8,left,454,1
nuerk_2005_006,1,9,left,663,1
nuerk_2005_006,2,8,right,533,1
nuerk_2005_006,3,8,right,448,1
nuerk_2005_006,4,5,left,526,1
nuerk_2005_006,5,9,left,823,1
nuerk_2005_006,6,2,right,561,1
nuerk_2005_006,7,3,left,516,1
nuerk_2005_006,8,3,left,404,1
nuerk_2005_006,9,6,right,490,1
nuerk_2005_006,10,6,right,445,1
nuerk_2005_006,11,7,left,533,1
nuerk_2005_006,12,5,left,473,1
nuerk_2005_006,13,1,left,444,1
nuerk_2005_006,14,2,right,448,1
nuerk_2005_006,15,1,left,454,1
nuerk_2005_006,16,2,right,476,1
nuerk_2005_006,17,6,right,566,1
nuerk_2005_006,18,4,right,436,1
nuerk_2005_006,19,5,left,418,1
nuerk_2005_006,20,0,right,846,1
nuerk_2005_006,21,7,left,505,1
nuerk_2005_006,22,0,right,752,1
nuerk_2005_006,23,1,left,502,1
nuerk_2005_006,24,6,right,546,1
nuerk_2005_006,25,9,left,607,1
nuerk_2005_006,26,0,right,628,1
nuerk_2005_006,27,9,left,743,1
nuerk_2005_006,28,7,left,459,1
nuerk_2005_006,29,3,left,340,1
nuerk_2005_006,30,1,left,398,1
nuerk_2005_006,31,5,left,496,1
nuerk_2005_006,32,9,left,491,1
nuerk_2005_006,33,3,left,414,1
nuerk_2005_006,34,8,right,389,1
nuerk_2005_006,35,2,right,371,1
nuerk_2005_006,36,4,right,371,0
nuerk_2005_006,37,2,right,1195,1
nuerk_2005_006,38,6,right,449,1
nuerk_2005_006,39,5,left,499,1
nuerk_2005_006,40,9,left,527,1
nuerk_2005_006,41,9,left,395,1
nuerk_2005_006,42,4,right,491,1
nuerk_2005_006,43,7,left,458,1
nuerk_2005_006,44,7,left,382,1
nuerk_2005_006,45,2,right,445,1
nuerk_2005_006,46,1,left,418,1
nuerk_2005_006,47,1,left,352,1
nuerk_2005_006,48,4,right,446,1
nuerk_2005_006,49,5,left,419,1
nuerk_2005_006,50,8,right,442,1
nuerk_2005_006,51,6,right,583,1
nuerk_2005_006,52,4,right,387,0
nuerk_2005_006,53,6,right,469,1
nuerk_2005_006,54,9,left,469,1
nuerk_2005_006,55,6,right,485,1
nuerk_2005_006,56,9,left,534,1
nuerk_2005_006,57,4,right,404,1
nuerk_2005_006,58,3,left,474,1
nuerk_2005_006,59,0,right,649,1
nuerk_2005_006,60,3,left,643,1
nuerk_2005_006,61,4,right,533,1
nuerk_2005_006,62,7,left,431,1
nuerk_2005_006,63,0,right,574,1
nuerk_2005_006,64,7,left,434,0
nuerk_2005_006,65,5,left,605,1
nuerk_2005_006,66,0,right,477,1
nuerk_2005_006,67,0,right,701,1
nuerk_2005_006,68,7,left,515,1
nuerk_2005_006,69,6,right,549,1
nuerk_2005_006,70,8,right,516,1
nuerk_2005_006,71,5,left,476,1
nuerk_2005_006,72,1,left,477,1
nuerk_2005_006,73,4,right,483,1
nuerk_2005_006,74,1,left,575,1
nuerk_2005_006,75,0,right,578,1
nuerk_2005_006,76,3,left,526,1
nuerk_2005_006,77,8,right,522,1
nuerk_2005_006,78,1,left,430,1
nuerk_2005_006,79,5,left,484,1
nuerk_2005_006,80,6,right,563,1
nuerk_2005_006,81,1,left,460,1
nuerk_2005_006,82,3,left,527,1
nuerk_2005_006,83,8,right,412,1
nuerk_2005_006,84,8,right,418,1
nuerk_2005_006,85,7,left,425,1
nuerk_2005_006,86,3,left,507,0
nuerk_2005_006,87,2,right,469,1
nuerk_2005_006,88,2,right,400,1
nuerk_2005_006,89,2,right,358,1
nuerk_2005_006,90,4,right,558,1
nuerk_2005_006,91,8,right,456,1
nuerk_2005_006,92,9,left,520,1
nuerk_2005_006,93,0,right,573,1
nuerk_2005_006,94,5,left,430,1
nuerk_2005_006,95,7,left,686,1
nuerk_2005_006,96,8,right,512,1
nuerk_2005_006,97,2,right,516,0
nuerk_2005_006,98,3,left,548,1
nuerk_2005_006,99,4,right,614,1
nuerk_2005_006,100,0,right,823,1
nuerk_2005_006,101,8,left,384,1
nuerk_2005_006,102,2,left,315,1
nuerk_2005_006,103,6,left,345,1
nuerk_2005_006,104,1,right,434,1
nuerk_2005_006,105,9,right,362,1
nuerk_2005_006,106,3,right,355,1
nuerk_2005_006,107,7,right,362,1
nuerk_2005_006,108,6,left,329,1
nuerk_2005_006,109,9,right,497,0
nuerk_2005_006,110,5,right,513,1
nuerk_2005_006,111,2,left,327,0
nuerk_2005_006,112,8,left,771,1
nuerk_2005_006,113,7,right,484,1
nuerk_2005_006,114,4,left,404,1
nuerk_2005_006,115,3,right,490,1
nuerk_2005_006,116,6,left,370,1
nuerk_2005_006,117,2,left,544,1
nuerk_2005_006,118,2,left,342,1
nuerk_2005_006,119,4,left,242,1
nuerk_2005_006,120,0,left,432,0
nuerk_2005_006,121,4,left,543,1
nuerk_2005_006,122,0,left,402,1
nuerk_2005_006,123,4,left,415,1
nuerk_2005_006,124,4,left,330,1
nuerk_2005_006,125,0,left,471,1
nuerk_2005_006,126,8,left,383,0
nuerk_2005_006,127,2,left,604,1
nuerk_2005_006,128,3,right,448,1
nuerk_2005_006,129,6,left,497,1
nuerk_2005_006,130,5,right,469,1
nuerk_2005_006,131,9,right,400,1
nuerk_2005_006,132,7,right,430,1
nuerk_2005_006,133,9,right,502,1
nuerk_2005_006,134,9,right,346,1
nuerk_2005_006,135,1,right,551,1
nuerk_2005_006,136,5,right,445,1
nuerk_2005_006,137,2,left,361,1
nuerk_2005_006,138,3,right,483,1
nuerk_2005_006,139,3,right,462,1
nuerk_2005_006,140,9,right,547,1
nuerk_2005_006,141,8,left,468,1
nuerk_2005_006,142,4,left,367,1
nuerk_2005_006,143,6,left,351,1
nuerk_2005_006,144,5,right,489,1
nuerk_2005_006,145,9,right,430,1
nuerk_2005_006,146,5,right,589,1
nuerk_2005_006,147,1,right,500,1
nuerk_2005_006,148,7,right,372,1
nuerk_2005_006,149,5,right,345,1
nuerk_2005_006,150,7,right,334,1
nuerk_2005_006,151,7,right,348,1
nuerk_2005_006,152,5,right,339,0
nuerk_2005_006,153,2,left,714,1
nuerk_2005_006,154,8,left,374,1
nuerk_2005_006,155,4,left,287,1
nuerk_2005_006,156,3,right,752,1
nuerk_2005_006,157,8,left,517,1
nuerk_2005_006,158,7,right,484,1
nuerk_2005_006,159,0,left,445,1
nuerk_2005_006,160,6,left,414,1
nuerk_2005_006,161,2,left,344,1
nuerk_2005_006,162,6,left,330,1
nuerk_2005_006,163,0,left,399,1
nuerk_2005_006,164,4,left,425,1
nuerk_2005_006,165,6,left,331,1
nuerk_2005_006,166,1,right,734,1
nuerk_2005_006,167,3,right,680,1
nuerk_2005_006,168,5,right,353,1
nuerk_2005_006,169,4,left,504,1
nuerk_2005_006,170,0,left,575,1
nuerk_2005_006,171,9,right,478,1
nuerk_2005_006,172,3,right,485,1
nuerk_2005_006,173,0,left,377,0
nuerk_2005_006,174,8,left,700,1
nuerk_2005_006,175,6,left,325,1
nuerk_2005_006,176,8,left,373,1
nuerk_2005_006,177,8,left,316,1
nuerk_2005_006,178,3,right,406,1
nuerk_2005_006,179,0,left,462,1
nuerk_2005_006,180,9,right,591,1
nuerk_2005_006,181,1,right,445,1
nuerk_2005_006,182,6,left,519,1
nuerk_2005_006,183,8,left,426,1
nuerk_2005_006,184,1,right,522,1
nuerk_2005_006,185,1,right,403,1
nuerk_2005_006,186,3,right,390,1
nuerk_2005_006,187,0,left,529,1
nuerk_2005_006,188,7,right,306,0
nuerk_2005_006,189,5,right,652,1
nuerk_2005_006,190,4,left,530,1
nuerk_2005_006,191,5,right,503,1
nuerk_2005_006,192,1,right,534,1
nuerk_2005_006,193,7,right,491,1
nuerk_2005_006,194,7,right,314,1
nuerk_2005_006,195,2,left,476,1
nuerk_2005_006,196,1,right,549,1
nuerk_2005_006,197,1,right,371,1
nuerk_2005_006,198,9,right,416,0
nuerk_2005_006,199,0,left,841,1
nuerk_2005_006,200,2,left,326,1
nuerk_2005_007,1,7,right,430,1
nuerk_2005_007,2,1,right,416,1
nuerk_2005_007,3,6,left,463,1
nuerk_2005_007,4,7,right,448,1
nuerk_2005_007,5,7,right,485,1
nuerk_2005_007,6,4,left,491,1
nuerk_2005_007,7,7,right,459,1
nuerk_2005_007,8,0,left,456,1
nuerk_2005_007,9,6,left,462,1
nuerk_2005_007,10,4,left,399,1
nuerk_2005_007,11,4,left,412,1
nuerk_2005_007,12,0,left,472,1
nuerk_2005_007,13,2,left,473,1
nuerk_2005_007,14,4,left,445,1
nuerk_2005_007,15,8,left,475,1
nuerk_2005_007,16,2,left,403,1
nuerk_2005_007,17,5,right,389,1
nuerk_2005_007,18,9,right,341,0
nuerk_2005_007,19,4,left,471,1
nuerk_2005_007,20,8,left,471,1
nuerk_2005_007,21,5,right,416,1
nuerk_2005_007,22,7,right,363,1
nuerk_2005_007,23,2,left,388,1
nuerk_2005_007,24,7,right,427,1
nuerk_2005_007,25,4,left,409,1
nuerk_2005_007,26,6,left,470,1
nuerk_2005_007,27,0,left,441,1
nuerk_2005_007,28,9,right,401,1
nuerk_2005_007,29,1,right,373,1
nuerk_2005_007,30,0,left,446,1
nuerk_2005_007,31,3,right,418,0
nuerk_2005_007,32,8,left,439,1
nuerk_2005_007,33,5,right,428,1
nuerk_2005_007,34,2,left,526,1
nuerk_2005_007,35,0,left,448,1
nuerk_2005_007,36,4,left,541,1
nuerk_2005_007,37,6,left,428,1
nuerk_2005_007,38,1,right,383,1
nuerk_2005_007,39,6,left,459,1
nuerk_2005_007,40,8,left,455,1
nuerk_2005_007,41,9,right,565,1
nuerk_2005_007,42,3,right,362,1
nuerk_2005_007,43,5,right,461,1
nuerk_2005_007,44,0,left,530,1
nuerk_2005_007,45,5,right,429,1
nuerk_2005_007,46,9,right,515,1
nuerk_2005_007,47,7,right,406,1
nuerk_2005_007,48,8,left,434,1
nuerk_2005_007,49,3,right,418,1
nuerk_2005_007,50,5,right,399,1
nuerk_2005_007,51,9,right,341,1
nuerk_2005_007,52,7,right,344,1
nuerk_2005_007,53,8,left,376,0
nuerk_2005_007,54,5,right,480,1
nuerk_2005_007,55,1,right,401,1
nuerk_2005_007,56,2,left,301,0
nuerk_2005_007,57,2,left,472,1
nuerk_2005_007,58,8,left,371,1
nuerk_2005_007,59,3,right,357,1
nuerk_2005_007,60,1,right,384,1
nuerk_2005_007,61,5,right,477,1
nuerk_2005_007,62,6,left,483,1
nuerk_2005_007,63,2,left,372,1
nuerk_2005_007,64,2,left,356,1
nuerk_2005_007,65,9,right,394,0
nuerk_2005_007,66,8,left,539,1
nuerk_2005_007,67,0,left,470,1
nuerk_2005_007,68,9,right,443,1
nuerk_2005_007,69,7,right,332,1
nuerk_2005_007,70,1,right,374,1
nuerk_2005_007,71,9,right,419,1
nuerk_2005_007,72,3,right,458,1
nuerk_2005_007,73,4,left,396,1
nuerk_2005_007,74,9,right,349,1
nuerk_2005_007,75,3,right,414,1
nuerk_2005_007,76,6,left,503,1
nuerk_2005_007,77,2,left,387,1
nuerk_2005_007,78,0,left,395,1
nuerk_2005_007,79,8,left,403,1
nuerk_2005_007,80,8,left,372,1
nuerk_2005_007,81,1,right,387,1
nuerk_2005_007,82,7,right,369,1
nuerk_2005_007,83,4,left,470,1
nuerk_2005_007,84,5,right,472,1
nuerk_2005_007,85,2,left,358,1
nuerk_2005_007,86,3,right,383,1
nuerk_2005_007,87,0,left,402,1
nuerk_2005_007,88,9,right,532,1
nuerk_2005_007,89,6,left,443,1
nuerk_2005_007,90,4,left,374,0
nuerk_2005_007,91,3,right,463,1
nuerk_2005_007,92,6,left,445,1
nuerk_2005_007,93,0,left,490,1
nuerk_2005_007,94,5,right,458,1
nuerk_2005_007,95,3,right,384,1
nuerk_2005_007,96,1,right,433,1
nuerk_2005_007,97,1,right,361,1
nuerk_2005_007,98,3,right,444,1
nuerk_2005_007,99,1,right,362,1
nuerk_2005_007,100,6,left,386,1
nuerk_2005_007,101,5,left,403,1
nuerk_2005_007,102,9,left,430,1
nuerk_2005_007,103,1,left,383,1
nuerk_2005_007,104,3,left,445,1
nuerk_2005_007,105,4,right,506,1
nuerk_2005_007,106,0,right,508,1
nuerk_2005_007,107,7,left,440,1
nuerk_2005_007,108,0,right,395,1
nuerk_2005_007,109,9,left,398,0
nuerk_2005_007,110,2,right,499,1
nuerk_2005_007,111,4,right,372,1
nuerk_2005_007,112,3,left,474,1
nuerk_2005_007,113,4,right,447,1
nuerk_2005_007,114,8,right,559,1
nuerk_2005_007,115,0,right,442,1
nuerk_2005_007,116,7,left,401,1
nuerk_2005_007,117,8,right,488,1
nuerk_2005_007,118,0,right,458,1
nuerk_2005_007,119,8,right,501,1
nuerk_2005_007,120,4,right,460,1
nuerk_2005_007,121,2,right,459,1
nuerk_2005_007,122,2,right,429,1
nuerk_2005_007,123,8,right,429,1
nuerk_2005_007,124,8,right,429,1
nuerk_2005_007,125,0,right,517,1
nuerk_2005_007,126,4,right,397,1
nuerk_2005_007,127,1,left,454,1
nuerk_2005_007,128,1,left,387,1
nuerk_2005_007,129,3,left,381,1
nuerk_2005_007,130,4,right,533,1
nuerk_2005_007,131,5,left,513,1
nuerk_2005_007,132,6,right,427,1
nuerk_2005_007,133,1,left,382,1
nuerk_2005_007,134,7,left,502,1
nuerk_2005_007,135,5,left,386,1
nuerk_2005_007,136,1,left,476,1
nuerk_2005_007,137,6,right,407,1
nuerk_2005_007,138,8,right,369,1
nuerk_2005_007,139,9,left,343,0
nuerk_2005_007,140,9,left,460,1
nuerk_2005_007,141,6,right,429,1
nuerk_2005_007,142,7,left,408,1
nuerk_2005_007,143,7,left,367,1
nuerk_2005_007,144,6,right,436,1
nuerk_2005_007,145,3,left,423,1
nuerk_2005_007,146,5,left,340,1
nuerk_2005_007,147,8,right,400,1
nuerk_2005_007,148,1,left,559,1
nuerk_2005_007,149,7,left,554,1
nuerk_2005_007,150,6,right,404,1
nuerk_2005_007,151,8,right,392,1
nuerk_2005_007,152,4,right,359,1
nuerk_2005_007,153,9,left,513,1
nuerk_2005_007,154,2,right,447,1
nuerk_2005_007,155,5,left,496,1
nuerk_2005_007,156,1,left,467,1
nuerk_2005_007,157,6,right,426,1
nuerk_2005_007,158,2,right,392,1
nuerk_2005_007,159,3,left,445,1
nuerk_2005_007,160,5,left,446,1
nuerk_2005_007,161,2,right,476,0
nuerk_2005_007,162,5,left,474,1
nuerk_2005_007,163,0,right,1125,0
nuerk_2005_007,164,2,right,604,0
nuerk_2005_007,165,7,left,994,1
nuerk_2005_007,166,6,right,463,1
nuerk_2005_007,167,0,right,443,1
nuerk_2005_007,168,9,left,459,1
nuerk_2005_007,169,4,right,400,1
nuerk_2005_007,170,1,left,397,1
nuerk_2005_007,171,7,left,483,1
nuerk_2005_007,172,9,left,432,0
nuerk_2005_007,173,1,left,545,1
nuerk_2005_007,174,9,left,389,1
nuerk_2005_007,175,4,right,527,0
nuerk_2005_007,176,3,left,568,1
nuerk_2005_007,177,3,left,612,1
nuerk_2005_007,178,9,left,429,1
nuerk_2005_007,179,2,right,428,1
nuerk_2005_007,180,2,right,385,1
nuerk_2005_007,181,9,left,475,1
nuerk_2005_007,182,7,left,403,1
nuerk_2005_007,183,1,left,445,1
nuerk_2005_007,184,0,right,434,1
nuerk_2005_007,185,3,left,403,1
nuerk_2005_007,186,5,left,428,1
nuerk_2005_007,187,5,left,383,1
nuerk_2005_007,188,5,left,343,1
nuerk_2005_007,189,0,right,375,1
nuerk_2005_007,190,2,right,405,1
nuerk_2005_007,191,7,left,391,1
nuerk_2005_007,192,0,right,530,1
nuerk_2005_007,193,6,right,417,1
nuerk_2005_007,194,3,left,378,0
nuerk_2005_007,195,8,right,442,1
nuerk_2005_007,196,3,left,415,1
